,text,label
1331,"Beginning Sunday, Brazil's air force may shoot down small planes suspected of carrying drugs under a law meant to stem the flow of cocaine pouring into the country at clandestine landing strips in the vast Amazon rainforest.",1
1332,"The city #39;s mayor says about four-thousand unionized maids, bellhops, cooks and other hourly wage earners will return to their jobs Tuesday following an eight-week lockout.",3
1333,"Reuters - British Prime Minister Tony Blair is\trying to involve the United States in a new international\treaty on global warming, The Times newspaper said on Thursday.",4
1334," SINGAPORE (Reuters) - The dollar hit a record low against  the euro Thursday as traders bet officials would not act to  stop its slide, sending gold to a fresh 16-year peak and  hurting Japanese stocks as a stronger yen weighed on exporters.",3
1335,"Looking for a miracle with your meal? You may be in luck. A Florida woman is selling what she claims is a miraculous sandwich, and apparently, it's just what some spiritual bidders are craving. Missing Links",4
1336,AP - Microsoft Corp. will drop a much-touted new technology for organizing and storing data when it releases the next version of its Windows operating system as expected in 2006.,4
1337,"For many people, higher education is a ticket to a high-paying job. But what happens when the cost of that same ticket becomes a deterrent for a career that will pay a modest or middle-income salary?",3
1338,"Reuters - The U.N. Security Council voted\unanimously on Friday to send another 5,900 peacekeepers to the\Congo, less than half of what U.N. Secretary-General Kofi Annan\had requested.",1
1339,"DETROIT is exhuming another face from the past to pitch its cars to a new generation. A digitally revived Steve McQueen, who died in 1980, will be reprising the character of Lt.",3
1340,"GLASGOW, Scotland -- Scottish giants Rangers crashed out of a European competition for the second time this season following a 2-0 defeat at home to Auxerre in the UEFA Cup.",2
1341,"Hoping to put the ordeal of the last several months behind her, business executive Martha Stewart said yesterday that she wants to begin serving her prison ",3
1342,"FLORENCE, Ala. - Chris Hatcher was atop NCAA Division II football as a player at Valdosta State in 1994. Now, the Macon native is at its pinnacle as the Blazers #39; coach.",2
1343,"The European Union said Tuesday the Palestinian government remained fully in power, though President Yasser Arafat lies in a Paris hospital suffering from a serious, but undisclosed illness.",1
1344,Longtime Business Week editor-in-chief Stephen Shepard is expected to be named the first dean of the City University #39;s planned Graduate School of Journalism.,3
1345," In finance, a process that requires a company to estimate the expected future value of a company #39;s pension assets and the expected cost of fulfilling pension and health care obligations to current and retired employees.",3
1346,"AP - The U.N. nuclear watchdog agency Monday endorsed Iran's agreement to suspend all uranium enrichment within a week, the key element of a deal worked out with European countries.",1
1347,"MacCentral - New software licensing fees dictated by GameSpy Industries Inc. may make it impossible for Mac game publishers to let their forthcoming games play against their PC counterparts. GameSpy's licensing fees have increased by a factor of five to ten in recent months, an amount that Mac game publishers say is unreasonable to expect them to pay.",4
1348,Procter  amp; Gamble (NYSE: PG) is the latest company to experiment with new-age advertising techniques to lure the consumer dollar.,3
1349,"AP - Lenny Harris has come up with clutch hits throughout his record-breaking career as a pinch hitter. His three-run double off Eric Gagne was a bit more special than most. Harris pushed his major league record for pinch hits to 190 Wednesday night, lining a bases-clearing double into right-center with two outs in the ninth to rally the Florida Marlins past the Los Angeles Dodgers 6-4.",2
1350,"ONLY two days after returning from a six-month space expedition, US astronaut Michael Fincke said that he was ready to return to orbit with his Russian colleagues.",4
1351,"LONDON (Dow Jones)--Banco Santander Central Hispano SA (STD), the Spanish bank planning to buy UK lender Abbey National PLC (ANBA), Monday attacked its potential domestic ",3
1352,"roundup Plus: SGI works on Linux performance software...Good Technology supported by HP, Samsung...RealNetworks loss widens on litigation.",4
1353,"Kerry Packer #39;s media and gambling empire will invest US\$163 million (euro126 million) for a 28 percent stake in a luxury hotel and casino in Macau, Packer #39;s company said Tuesday.",3
1354,AP - The Senate's most senior member on Thursday defended Sen. Mark Dayton's decision to close his Washington office over concerns about a terrorist attack.,1
1355,General Motors Corp. is offering customers the chance to lock in low-interest financing on their next two vehicle purchases as it seeks to boost US sales this month after a 5 percent decline in October.,3
1356,"Despite being under the weather yesterday, junior forward Aja Parham provided the spark as the Boston College women's basketball team routed Northeastern, 90-63, at Conte Forum.",2
1357,"Women are increasingly breaking though the glass ceiling to get seats on company boards but only to find themselves teetering on the edge of the glass cliff, a leading psychologist said on Monday.",4
1358,"IBM, a while back, showcased its supercomputer, Blue Gene/L, at Top 500 supercomputer contest. At that time, the company was behind in performance by a Japanese firms supercomputer that managed to take away the first place crown.",4
1359,"Shoppers turned tightfisted in August, dropping sales at the nation's retailers by 0.3 percent, providing fresh evidence of an erratic pace of consumer spending in recent months.",3
1360,"ANAHEIM, Calif. -- Hoping to add more power to their lineup, the Milwaukee Brewers acquired outfielder Carlos Lee from the Chicago White Sox for center fielder Scott Podsednik, reliever Luis Vizcaino and a player to be names later on Monday.",2
1361,"Amin Saikal, the director of the Centre for Arab and Islamic Studies at the Australian National University, talks to ABC News Online #39;s Nadia Farha about Yasser Arafat #39;s ",1
1362,Houston Astros general manager Gerry Hunsicker resigned on Monday in a surprise announcement after the team #39;s most successful season.,2
1363,"with two newborns in tow -- are heading south for the fall  quot;chum festival, quot; says a whale researcher in the San Juan Islands.",4
1364,"Reuters - Gold broke to new 16-1/4-year highs\above  #36;450.00 an ounce on Thursday, before pausing as players\began to eye the next big target of  #36;455, traders said.",3
1365,Palestinian Authority Minister of State Kadoura Fares said on Tuesday that jailed Fatah leader Marwan Barghouti may abandon his plan to run in the January 9 lection for the presidency of the PA.,1
1366,It will be Sun's first chip to be built with a 90-nanometer process technology and it will have a higher clock speed and larger and more flexible memory caches than the current generation of UltraSparc IV processors.,4
1367,"SAN FRANCISCO (CBS.MW) -- Charles Schwab  amp; Co. agreed to pay \$350,000 to settle Securities and Exchange Commission charges that the discount broker allowed customers to trade mutual funds after hours, the company said Tuesday.",3
1368,The firm gets 90 of the take from Knowledge Learning's buyout of KinderCare.,3
1369,"New technology for identifying the sender of e-mail messages has not been widely adopted despite backing from software giant Microsoft Corp. and may not be effective at stopping unsolicited commercial e-mail, otherwise known as spam, according to a survey by e-mail security company CipherTrust Inc.",4
1370,"Reuters - U.S. prosecutors said on Wednesday\they are asking a judge to jail a former Miami, Florida, man\accused of setting up a half-dozen boiler-room financial scams\that faked Web sites and government documents.",4
1371,"Nortel Networks has again delayed posting its long-awaited restated financial results, moving its target release date to mid-November.",4
1372,Scientists have been baffled by a mysterious boost in power to one of its two robotic rovers which are exploring the surface of the Red Planet.,4
1373," BANGKOK (Reuters) - Gunmen on motorcycles shot and killed a  Buddhist martial arts teacher and two bombs wounded at least 10  people in Thailand's restive south on Friday in apparent  revenge for the deaths of 85 Muslims, police said.",1
1374," Athens, Ga. (Sports Network) - Danny Ware rushed for 135  yards and three touchdowns in his collegiate debut, as No. 3  Georgia held off Division I-AA Georgia Southern, 48-28, in the  season opener for both schools at Sanford Stadium.",2
1375,"KARACHI, Pakistan - Pakistani forces following up on a raid that killed a top al-Qaida fugitive arrested four more suspected extremists Monday, while the U.S. Embassy warned that security constraints could keep its staff from helping citizens who get into trouble outside big cities...",1
1376,"World News  gt; Dhaka, Sep 5 : A powerful bomb ripped through an old building in the Bangladesh city of Sylhet Sunday, leaving at least two people dead and seven wounded.",1
1377,"PARIS : French President Jacques Chirac said Wednesday that Turkey #39;s EU membership bid was  quot;not a done deal, quot; although he believed it was in Europe #39;s best interests, a government spokesman reported after a cabinet meeting.",1
1378,Reuters - New Orleans Hornets forward\Jamal Mashburn will sit out the 2004-05 season due to a patella\femoral irritation of his right knee.,2
1379,The attempted suicide in front of the White House by a Yemeni national put the secretive world of FBI informants under a rare spotlight.,1
1380,"Atlanta -- The Giants returned from the South after a 3-4 trip that should have been better, culminated by a game that they should have won.",2
1381,Light crude dips but remains less than a dollar shy of an all-time high reached earlier this week. LONDON (Reuters) - Oil prices remained just below record highs on Friday amid concern over possible conflict ,3
1382,Krispy Kreme Doughnuts Inc. said Friday it has been informed by the Securities and Exchange Commission that the agency #39;s investigation of the company has become a formal probe.,3
1383,"When Greenville County in South Carolina borrowed \$800 million two years ago to expand its public schools, insurance broker Marsh  amp; McLennan Cos.",3
1384,"By Ed Edelson, HealthDay Reporter    HealthDayNews -- Children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease, a new study says.    It's the first study to show a direct link between a wide range of childhood problems and ischemic heart disease -- blockage of the arteries that leads to heart attacks and other major problems, said Maxia Dong, a medical epidemiologist at the U.S...",4
1385,"Google Spyware? Bad Guys  #038; Spies Using Google Desktop Search\\I suppose I was naive when I cheered the new Google Desktop Search tool thinking it was ONLY a great way to help ease my computer info-glut and help organize my hundreds of hard-drive stored documents, emails and files. It seems ...",4
1386,"The chief of the UN agency for Palestinian refugees on Wednesday demanded that Israel apologise for wrongfully accusing UNRWA of allowing Palestinians to move rockets in its ambulances, The AFP reported.",1
1387,"Reuters - Battered oil prices struggled on\Friday to shake off this week's  #36;6 slump, edging up from a\12-week low after a massive round of selling triggered by\easing worries about winter supply.",3
1388,"STOCKHOLM, Sweden Oct 25, 2004 - Former Australian Open champion Thomas Johansson came back from an early deficit to edge Xavier Malisse of Belgium 7-6 (4), 7-6 (1) Monday to reach the second round of the Stockholm Open.",2
1389,"BAGHDAD: Al Zarqavi group has appealed hostage takers for release of Margaret Hassan, the chief of Iraqi relief organization Care International who was taken hostage by a group of Iraqi militants, a newspaper report said on Saturday.",1
1390,"At least one Russian is dead and 12 others are missing after the bomb blast at an Egyptian hotel, officials say.",1
1391,Canadian Press - OTTAWA (CP) - U.S. President George W. Bush swooped into town Tuesday for a whirlwind visit designed to begin mending international fences in the wake of the Iraq war.,1
1392,"Scientist have always wondered how pigeons manage to be such good navigators and have a  #39;nose for the north #39; and now a new study has suggested that it is because they have small magnetic particles in their beaks, which helps them detect different magnetic ",4
1393,"Reuters - Wild animals seem to have escaped\the Indian Ocean tsunami, adding weight to notions they possess\a ""sixth sense"" for disasters, experts said Thursday.",4
1394,"Just when we thought the kid couldn #39;t do anything more to amaze us, he raised the bar Friday night and did it without putting a hand in the water. ",2
1395,NEW DELHI - At least 25 people are feared killed and more than 50 hurt after two Indian Railway trains collided head-on in the Hoshiarpur District of Punjab State about 350 kilometers north of New Delhi on Tuesday.,1
1396,"Milwaukee - For the first time, the man who is expected to be the next owner of the Brewers met with the media. California investor Mark Attanasio assured fans that if the sale goes through, the team will definitely stay in Milwaukee.",2
1397,"Satisfied that the economy is back on track, the Federal Reserve is likely to increase interest rates today, and in December as well.",3
1398,"WASHINGTON - The Supreme Court, accepting appeals from the cable-television industry and the administration of President George W. Bush, has agreed to decide whether cable operators must open their high-speed data networks to Earthlink Inc.",3
1399,"Because of speed restrictions, mobile devices often have trouble downloading Web pages that are designed to provide the optimum experience for high-speed Internet users.",4
1400, NEW YORK (Sports Network) - The New York Yankees re-signed  catcher John Flaherty to a one-year contract on Friday.,2
1401,DHAKA - It took James Franklin less than 10 minutes to achieve what a New Zealand cricketer hasn #39;t been able to master in 28 years.,2
1402,American Paul Hamm and South Korea #39;s Yang Tae-young have testified before the sports world #39;s highest court in a hearing to determine who should win the Olympic men #39;s all-around gymnastics gold medal.,2
1403,Darwin may work in the flat enterprise software market--mergers and acquisitions are expected to increase the clout of leading firms.,4
1404,"Handheld computer maker PalmOne Inc. unveiled a personal digital assistant Monday that doubles as a portable data storage drive. The Tungsten T5 handheld has 256 megabytes of built-in flash memory, of which 215 MB will be available to the user.",4
1405,"TOKYO (CBS.MW) - General Electric Co. said Wednesday it will buy Australian Financial Investments Group, a holding company for home loan lenders, to boost its mortgage business in that country.",3
1406,"HEMPSTEAD, NY - He was drafted in the first round in 2000 out of Marshall, at the head of the same quarterback class that yielded Tom Brady, but Chad Pennington #39;s road to success has been more deliberate.",2
1407,"Ask Jeeves Goes to Japan\\Ask Jeeves today announced the launch of a beta version of Ask.jp, a new Japanese language Web search engine. Based on the company rsquo;s flagship Ask Jeeves search destination, Ask.jp is developed by Ask Jeeves Japan Co., Ltd, a joint venture between Ask Jeeves, Inc. and Japan-based ...",4
1408,Real Madrid #39;s loss at Espanyol brought a numbing end to a miserable week whose only positive outcome has been the realisation that some soul-searching and a collective look in the mirror are overdue.,2
1409,"Swiss-based miner Xstrata says it will take its A\$7.4 billion (3.1 billion pound) bid for Australia #39;s WMC Resources directly to the company #39;s shareholders, effectively making a hostile bid after WMC #39;s management rejected its offer ",3
1410,The union representing US Airways #39; (USAIRQ.OB:OTC-BB - news - research) passenger service employees said it has reached a tentative labor agreement with the bankrupt carrier.,3
1411,"Impatiently, Gopur Samat stood at the ready as a nurse stripped the bandage from his right eye and steered his attention toward a chart 20 feet away.",1
1412,called a  quot;nouse quot; -- works by using tracking software linked to a webcam that identifies a group of 25 pixels which are the tip of the nose.,4
1413,LONDON : World oil prices stormed above 54 US dollars for the first time Tuesday as strikes in Nigeria and Norway raised worries about possible supply shortages during the northern hemisphere winter.,3
1414,"TUSCALOOSA, Ala. -- Auburn's stars rescued the Tigers' national championship hopes with a stellar second half.",2
1415,BOSTON (Ticker) -- Gary Payton #39;s hot start helped the Boston Celtics rebound from a tough loss. Payton scored 18 of his season-high 27 points in the first half to lead the Celtics to a 114-106 victory over the struggling Utah Jazz.,2
1416,"The team behind the SpaceShipOne rocket plane says it plans to win the \$10 million Ansari X Prize on Monday, after deciding that the unexpected tumble encountered during this ",4
1417,Reuters - Coming soon to a jungle near you --\mosquitoes genetically engineered so they cannot give people\malaria. But this time scientists want to do it right.,4
1418,"Phil Jackson called his relationship with Kobe Bryant a  quot;psychological war quot; in his diary The Last season: A Team in Search of its Soul, which will be released next month.",2
1419,"A mountain-sized asteroid will make its closest approach to Earth at 9:35 am EDT (7.05 pm IST) tomorrow, reports NASA. Although asteroid 4179 Toutatis will come no closer than four times the distance between ",4
1420,Liechtenstein's Prince Hans-Adam hands over power to his son and invites the whole nation to a garden party.,1
1421,"Nearly three years after Enron Corp. #39;s dramatic collapse into bankruptcy, the first criminal trial against the disgraced energy company #39;s former employees is set to kick off on Monday.",3
1422," SAN FRANCISCO (Reuters) - Shipments of personal computers  in the third quarter rose 12 percent, driven by strong  corporate demand and ongoing strength in Europe, the Middle  East and Africa, a market research firm said on Monday.",4
1423,"XM Satellite Radio Holdings Inc. will soon begin broadcasting some of its stations to subscribers over the Internet, fresh on the heels of the company #39;s discontinuation of a receiver for PCs that some users ",4
1424,"A clever species of owl baits its lair with dung to attract tasty beetles, offering a remarkable case of an animal using a tool to help it survive.",4
1425,AP - Chauncey Billups couldn't stop a grin from slowly spreading across his face. Could the defending NBA champion Detroit Pistons be even better this season? You bet.,2
1426," NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.",3
1427,"British building materials merchant Travis Perkins Plc said on Thursday it agreed to pay 950 million (\$1.84 billion) for home-improvement chain Wickes, sending its shares down nearly 3 percent.",3
1428,"By SARA LEITCH     BRUNSWICK, Maine (AP) -- Astronauts spend years training before they can lift off into space. They learn to operate shuttles, perform experiments in zero-gravity, and eat bugs if they must...",4
1429," BLOOMFIELD HILLS, Michigan (Reuters) - The U.S. Ryder Cup  team, wounded after a first day mauling, were facing a fight  for survival on Saturday.",2
1430," NEW YORK (Reuters) - After their epic comeback against the  New York Yankees, the Boston Red Sox can now lift a curse  hanging over them for more than 80 years.",2
1431,Equatorial Guinea is willing to guarantee that it would not use the death penalty if it were allowed to extradite Sir Mark Thatcher and other British citizens ,1
1432,"San Salvador -- At least 31 prisoners died and 23 were wounded yesterday during clashes between gang members and other inmates in El Salvador #39;s largest prison, officials said. ",1
1433,"AP - Ron Turner was fired by Illinois on Monday after three straight losing seasons, a sharp turnaround from early success that included the team's first Big Ten football title in a decade.",2
1434,"THE Australian embassy bombing in Jakarta which killed at least nine people was an indication al-Qaeda linked militants in Indonesia were regrouping, Indonesian police said today.",1
1435,"U.K. semiconductor design company Arm Holdings PLC has agreed to acquire a Sunnyvale, California, provider of components for chip manufacturing in a deal valued at around \$913 million in cash and stock.",4
1436,"General Motors Corp. and Ford Motor Co. said yesterday they are rushing to embrace a new safety technology called electronic stability control, and together they will make such systems standard ",3
1437,"Shanghai - Typhoon Aere crashed into mainland China on Thursday, unleashing torrential rains and prompting the nearly a million people to seek safety, as the death toll climbed to on 35 Thursday after a mudslide killed 15 villagers in Taiwan.",1
1438,"Israeli soldiers carry the coffin, wrapped by an Israeli flag, of 22-year-old Army Staff Sgt. Yair Turgeman during his funeral in Jerusalem, Wednesday Oct 20, 2004.",1
1439,"The chairman of the News Corporation, Rupert Murdoch, may be telling investors and the media that his relationship with his counterpart at Liberty Media, John C. Malone, is friendly, as he did yesterday at an annual meeting.",3
1440,"AP - Two Turkish soldiers were killed when their vehicle hit a land mine in southeastern Turkey, and a small oil pipeline was damaged by a bomb in two attacks Sunday blamed on Kurdish rebels, the Anatolia news agency reported.",1
1441,"Bayer forged an alliance for its struggling pharmaceuticals business with American drug manufacturer Schering-Plough yesterday, cutting costs and marking another step in the German company #39;s transformation.",3
1442,"AP - The next Congress will look slightly more like the real America, with more women, Hispanics and blacks, including the first black man to enter the Senate in a quarter century.",1
1443,"The British government condemned racist taunts by fans in Spain aimed at black players on England #39;s team during an exhibition game, and soccer #39;s governing body ordered an investigation Thursday.",2
1444,"Athens, Greece - In response to two scoring controversies that overshadowed the best US gymnastics performance in Olympic history, an official with the sport #39;s international governing body says it will review judging procedures and the rule book that ",2
1445,"Hubble Space Telescope -- In this unusual image, NASA's Hubble Space Telescope captures a rare view of the celestial equivalent of a geode  a gas cavity carved by the stellar wind and intense ultraviolet radiation from a hot young star.    Real geodes are baseball-sized, hollow rocks that start out as bubbles in volcanic or sedimentary rock...",4
1446," WASHINGTON (Reuters) - U.S. communications regulators on  Tuesday exempted Internet telephone services from certain state  oversight, a boon for Vonage Holdings Corp. and other providers  aggressively pushing the new service.",3
1447,"Technology India: London, Dec 3 :Software giant Microsoft is now ready to take the plunge into the world of blogging by launching a test service to allow people to publish blogs, or online journals, called MSN Spaces.",4
1448,Chiron Corp. said yesterday that it has acquired a La Jolla biotechnology company to further efforts to develop a donor blood screening test to detect mad cow disease.,3
1449,AFP - Snap polls taken after the second US presidential election debate said Senator John Kerry narrowly beat President George W. Bush.,1
1450,Boots is to shut down its lossmaking dentistry and chiropody services as part of its drive to focus on its high street retail chain.,3
1451,"The worldwide demand for storage capacity continues to accelerate rapidly, with the latest research from analyst IDC showing a 41.",4
1452,"SAN FRANCISCO (CBS.MW) -- It #39;s been widely speculated that e-tail giant Amazon would one day set its sights on Netflix #39;s business, and on Thursday it confirmed that prediction, launching a DVD rental service in the United Kingdom.",3
1453,"Microsoft yesterday took the wraps off a new set-top box aimed at tying together the living room, the PC, and the company #39;s MSN network and content.",4
1454,"ON IPatch monitors, ensures networked Windows systems are current in midsize businesss.",4
1455," SEATTLE (Reuters) - Microsoft Corp.'s &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; widely  anticipated search engine, which launched in test mode on  Thursday, encountered some glitches on its first day, the  world's largest software maker said.",4
1456,"Art Howe #39;s future as the Mets manager has been the subject of scrutiny for weeks. The idea that Howe might not survive the season, let alone the remaining two years ",2
1457,AP - The crash of explosions and crackle of gunfire that have torn through Najaf for weeks gave way Saturday to the clangs of shovels clearing the destruction and the wail of police sirens announcing the return of government control to the devastated holy city.,1
1458,"U.S. Open champion Retief Goosen was the only winner on a rainy opening day of the World Match Play Championship, beating Jeff Maggert by a record 12 and 11.",2
1459,"China, sensitive about issues of national sovereignty, has banned a computer sports game that classifies Taiwan, Hong Kong, Macau and Tibet as countries and has threatened to fine Web sites that supply the game and net cafes that let ",4
1460," LONDON (Reuters) - Oil prices extended record-setting highs  close to \$52 a barrel for U.S. crude on Wednesday, fueled by  the impact of Hurricane Ivan on U.S. winter inventories.",3
1461,"The 9th US Circuit Court of Appeals ruled on August 19th that Grokster and StreamCast could not be held responsible for copyright infringement, because they exercised no control over the ",4
1462,"If you think you are having trouble with your holiday party, check out the 49ers. The 49ers planned to have theirs Friday at a hotel near where the team stays the night before games, but coaches and their ",2
1463,Semiconductor stocks were mixed Tuesday after Advanced Micro Devices Inc. warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices.,3
1464,"Reuters - The genetic building blocks that\form the basis for life may also be used to build the tiny\machines of nanotechnology, U.S. researchers said on Thursday.",4
1465,"AP - Microsoft Corp. said Friday that small companies and their customers would suffer most if it is forced to remove its digital media software from Windows, while the European Union accused it of being ""paternalistic"" in trying to decide what's best for everyone.",1
1466,"An automotive fad of the 1970s, customized vans, might be the next big thing coming out of Detroit.",3
1467,Arsenal #39;s brawling stars will face punishment after it emerged Patrick Vieira and Lauren had a bust-up on the team bus this week.,2
1468,"AP - Two sets of Americans have come here to talk global warming: the United States, opposed to controls on carbon emissions, and a bloc of united states, from Maine to Delaware, that plan to impose them.",4
1469,The Boston Red Sox #39;s history-making comeback to win the American League championship at least temporarily turned New York Yankee dominance on its head.,2
1470,"AP - Microsoft Corp. on Tuesday said it is launching a desktop application that aims to seamlessly integrate e-mail, instant messaging, video conferencing, traditional phone service and Internet-based calling.",4
1471,"Reuters - A sell-off in tech stocks following\Intel Corp.'s disappointing outlook pushed Asian shares lower\on Friday, overpowering pockets of strength in some financial,\consumer and industrial issues.",3
1472," EINDHOVEN, Netherlands (Reuters) - Philips Electronics said  on Tuesday it expected a flat global chip market next year, in  line with market research forecasts but more cautious than many  of its rivals.",4
1473,AFP - The South Korean government is warning of tough action against union militancy as legislation aimed at increasing flexibility in South Korea's labor market triggered a head-on collision with labor groups.,1
1474,"Heavy rains from Typhoon Megi pounded Shikoku island in western Japan, killing at least six people, the Mainichi Shimbus reported Wednesday. ",1
1475,Students in Ontario will have to keep their nose in their books until they #39;re at least 18 years old. The province is set to propose new legislation next year that would make students stay in school until they #39;re 18-years-old.,3
1476," SAN FRANCISCO (Reuters) - Amazon.com Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMZN.O target=/stocks/quickinfo/fullquote""&gt;AMZN.O&lt;/A&gt; on  Thursday posted quarterly earnings that more than tripled on  strong international sales but offered an outlook for the  current quarter and next year that was below the more bullish  analyst forecasts, sending its stock down 8 percent.",3
1477,"ROME : Two female Italian aid workers arrived back in Rome after being released from a three-week hostage ordeal in Iraq, sparking scenes of joy at their homes and relief among world leaders.",1
1478,&lt;strong&gt;Opinion&lt;/strong&gt; Deals with network operators make more sense,4
1479,A senior United States drug official last night said he believed at least another five medicines at present on sale needed further scrutiny in the wake of recent health scares.,3
1480,"Kansas City, MO (Sports Network) - New York Yankees first baseman Jason Giambi will make his first appearance since late July, as the former American League MVP was inserted in the starting lineup for Tuesday night #39;s game against the Kansas City Royals at ",2
1481," ATLANTA (Reuters) - Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt;, the top home  improvement retailer, on Tuesday reported a 15 percent rise in  third-quarter profit, topping estimates, aided by installed  services and sales to contractors.",3
1482,Reuters - A reality show or soap opera\on your mobile phone? This is the vision of top telecoms firms\as they hope that from 2006 consumers will sign up for new\phones that can receive digital television signals.,4
1483, LONDON (Reuters) - The dollar held steady against major  currencies on Tuesday as markets awaited the assessment of the  economy from the Federal Reserve after an expected interest  rate rise later in the session.,3
1484,AP - The nation's largest voting machine companies are submitting millions of lines of code to the National Software Reference Library to address sharp criticism from computer scientists about the secret software used in elections.,4
1485,Reuters - Is Apple Computer Inc. \fine-tuning an enhanced iPod with roughly 50 percent more\storage and a color screen to display photos?,4
1486,"Staring at the possibility of watching two of his young standouts stage a walkout on opening night, Chris Mullin made one of the most important decisions in recent Golden State Warriors history Monday.",2
1487,Seagate announced today the availability of a 400 gigabyte (GB) Barracuda 7200.8 model for high-end PC #39;s and entry-level servers.,4
1488,"AU-sponsored peace talks on Darfur crisis are to be resumed at the Nigerian capital, Abuja, a spokesman for the continental body told reporters.",1
1489,"Ben Roethlisberger threw for 183 yards and two touchdowns to help the Pittsburgh Steelers beat the Philadelphia Eagles 27-3, knocking off the National Football League #39;s last undefeated team.",2
1490,"Jarno Trulli will replace Toyota #39;s Ricardo Zonta in Japan, before sending F1 veteran Olivier Panis into retirement one grand prix early as the season ends at Interlagos.",2
1491,"DETROIT - Jeremy Bonderman struck out a career-high 14 and scattered eight hits in his first career shutout, leading the Detroit Tigers to a 7-0 victory over the slumping Chicago White Sox on Monday night.    Bonderman (7-10) threw his first career complete game to win for the first time since July 7...",1
1492,"AP - Florian Mayer beat defending champion David Ferrer 6-4, 6-2 Friday in the quarterfinals of the Romania Open.",2
1493,"Reuters - A rocket attack and a remote control bomb killed two Pakistani paramilitary soldiers and wounded 11 in the western tribal regions where troops are hunting al Qaeda-linked militants, officials said on Sunday.",1
1494,"AMID speculation over the cause of Yasser Arafat #39;s death, French Foreign Minister Michel Barnier today said France had nothing to hide concerning the late Palestinian leader #39;s medical file.",1
1495,Governor Rod Blagojevich is taking a stand on violent and sexually explicit video games. He wants to keep them out of children #39;s reach.,4
1496,"Kidnappers free the mother of Brazilian football star Robinho, six weeks after seizing her at gunpoint.",1
1497,"Florida #39;s passing offense didn #39;t perform exceptionally well. And the defensive secondary could use plenty of work, too. But the Gators still managed to defeat Kentucky 21-3 with the help of TB Ciatrick Fason #39;s ",2
1498,"Consumer prices rose by a modest 0.2 percent in September as a decline in prices for new cars and airline fares helped to temper a rise in costs for medical care, gasoline and fuel oil.",3
1499,"(Sports Network) - The Detroit Pistons start a three-game homestand, as they welcome LeBron James and the Cleveland Cavaliers tonight to The Palace of Auburn Hills.",2
1500,Australia #39;s Jade Edmistone has qualified fastest for the semi-finals of the women #39;s 50 metres breast stroke at the World Short Course Swimming Championships in Indianapolis.,2
1501,"Malabo - Equatorial Guinea intends to seek the extradition of Mark Thatcher, son of the former British prime minister, in connection with the alleged coup plot, a government source here has said.",1
1502,As many as 3.6 million people are expected to flood the city tomorrow morning to celebrate the Red Sox' World Series victory with a confetti-filled parade that could break Boston crowd records.,2
1503,"Real Madrid suffered their first Liga defeat of the season at Espanyol last night as their season threatens to collapse. David Beckham, captain Raul and Fernando Morientes all started the game on the bench ",2
1504,"A couple of years ago Sheikh Zayed ibn Sultan Al-Nahyan, the emir of Abu Dhabi and president of the United Arab Emirates (UAE) patronized the translation and publication of an old Islamic text about the ideal prince.",1
1505,AP - Researchers from the University of Wyoming are trying to determine why the cutthroat trout population in Yellowstone National Park continues to decline and what steps can be taken to preserve the native fish.,4
1506,"Police in Nigeria say dozens of people were killed in an explosion at an oil pipeline on the outskirts of the commercial capital, Lagos.",1
1507,The online shopping and download center for Windows-related stuff gets a public workout.,4
1508," quot;Revival starts with a cleanup, quot; said post-World War II finance minister Juichi Tsushima on August 17, 1945. And a convoluted cleanup in Japan #39;s banking business is what is under way today.",3
1509,Q: I need some advice on paying off debt. I am a 52-year-old engineer who was laid off last fall. I have been unable to find another engineering position.,3
1510,"The US trade deficit narrowed in July from the prior month #39;s record as exports rose and a decline in oil shipments contributed to the first drop in imports in 11 months, the Commerce Department said in Washington.",3
1511,"American forces Friday pushed deeper into the last remaining insurgent stronghold in Fallujah, and the Iraqi government rushed reinforcements ",1
1512,"Alitalia, Italy #39;s largest airline, said it plans to cut 5,000 jobs, or about a quarter of its regular work force, and split into two companies to save \$1.",3
1513, SINGAPORE (Reuters) - Oil prices held firm around \$55 a  barrel on Wednesday as traders braced for the start of the  northern winter with thin heating oil supplies.,3
1514,"AP - For one night only, it'll be spitballs and Swift Boats together on the same stage  #151; a who's who of Sen. John Kerry bashing. The American Conservative Union on Thursday announced it has tapped Sen. Zell Miller, D-Ga., to present the ""Courage Under Fire"" award to the Swift Boat Veterans for Truth at the Conservative Political Action Conference's Feb. 16 banquet.",1
