,text,label
1637, Rude Awakening is a 1989 comedy film directed by David Greenwalt and Aaron Russo.,13
1638, Vestia is a genus of air-breathing land snails terrestrial pulmonate gastropod mollusks in the family Clausiliidae the door snails all of which have a clausilium.,10
1639, The Triumph Mayflower is a British four-seat economy car noted for its razor-edge styling. It was built by the Standard Motor Company. It was announced at the October 1949 London Motor Show but deliveries including CKD kits for overseas markets did not commence until the middle of 1950. The Mayflower was manufactured from 1949 until 1953.The Mayflower's upscale small car position did not find a ready market and sales did not meet Standard's expectations.,6
1640, The Koolhoven F.K.56 was a 1930s Dutch basic training monoplane designed and built by Koolhoven.,6
1641, Zajączkowo [zajɔnt͡ʂˈkɔvɔ] is a village in the administrative district of Gmina Grodziczno within Nowe Miasto County Warmian-Masurian Voivodeship in northern Poland. It lies approximately 7 kilometres (4 mi) north-west of Grodziczno 8 km (5 mi) north-east of Nowe Miasto Lubawskie and 66 km (41 mi) south-west of the regional capital Olsztyn.,9
1642, Community Source is a term that has different meanings based on context and the community where it is used.,1
1643, INS Kesari (L15) was a Kumbhir class landing ship of the Indian Navy.,6
1644, Burgruine Liemberg is a castle in Carinthia Austria.,7
1645, In taxonomy the Ctenocladaceae are a family of algae specifically of the Ctenocladales.,11
1646, Podtynie [pɔtˈtɨɲe] is a village in the administrative district of Gmina Kłodzko within Kłodzko County Lower Silesian Voivodeship in south-western Poland. Prior to 1945 it was in Germany. It lies approximately 9 kilometres (6 mi) north-east of Kłodzko and 74 km (46 mi) south of the regional capital Wrocław.,9
1647, Our Lady and the English Martyrs (OLEM) is a Catholic parish church located at the junction of Hills Road and Lensfield Road in south east Cambridge England. The large Gothic Revival church was built between 1885 and 1890.,7
1648, Matt Schwartz is a multi-instrumentalist record producer a songwriter an artist DJ and a prolific audio engineer based in the UK.He has contributed to numerous records since 1995 as an engineer producer composer musician and a songwriter working with all the UK major record labels he also had several club chart toppers and a few top 10 chart and airplay charts records in the UK US and Europe as an artist.,3
1649, The Radiant Seas is a novel from the Saga of the Skolian Empire series of books by Catherine Asaro. The book continues where Primary Inversion ended and centers on the story of the devastating interstellar Radiance War.,14
1650, Hanumanpur is a village in Amreli district Gujarat India.,9
1651, The Journal of Creative Behavior is a quarterly peer-reviewed academic journal published by Wiley-Blackwell on behalf of the Creative Education Foundation. The journal was established in 1967. Its current editor-in-chief is Thomas B. Ward (University of Alabama).,14
1652, Acacia maidenii also known as Maiden's Wattle is a tree native to Australia (New South Wales Queensland and Victoria). It has been introduced into India (Tamil Nadu) and Argentina and it grows on plantations in South Africa.,11
1653, The Empty Star (Spanish: La Estrella Vacía) is a 1958 Mexican drama film directed by Emilio Gómez Muriel starring María Félix and inspired by the novel of the same name by Luis Spota.,13
1654, The Masmak (Arabic: Qaṣr al-Maṣmak قصر المصمك‎) is a clay and mud-brick fort with four watchtowers and thick walls founded on stone blocks lying in the center of Riyadh in the old quarters. This building played a major part in the kingdom's history as it was here that the recapture of Riyadh led by Ibn Saud occurred on 14 January 1902.,7
1655, Saad National Schools (SNS) are based in Al-Khobar in the Kingdom of Saudi Arabia. The school was established in 1995 and was inaugurated two years later under the patronage of HRH Prince Mohammad bin Fahd Bin Abdulaziz Al-Saud. The goal of the school is to help ensure that local children receive the best opportunities possible in addition to an education that completely prepares them for the future.,2
1656, An Angel in Australia is a novel by the Australian author Thomas Keneally set in Australia during World War II.,14
1657, The Beckler River is a tributary of the South Fork Skykomish River in the U.S. state of Washington in the United States.The Beckler River originates near Jack Pass and flows southeast about 5 miles (8.0 km) where it is joined by the Rapid River its principal tributary.,8
1658, The spotted salamander or yellow-spotted salamander (Ambystoma maculatum) is a mole salamander common in the eastern United States and Canada. The spotted salamander is the state amphibian of South Carolina. This salamander ranges from Nova Scotia to Lake Superior to southern Georgia and Texas. Its embryos have been found to have symbiotic algae living inside them.,10
1659, Amblyomma maculatum is a species of tick in the genus Amblyomma. Immatures usually infest small mammals and birds that dwell on the ground; cotton rats may be particularly favored hosts.,10
1660, Vision Capital is an international private equity firm and a leading specialist in direct secondary transactions. Unlike most other equity firms the company often acquires entire portfolios of assets instead of single assets typically acquiring controlling interests in portfolios of mid-market companies with transaction sizes ranging from €50 million to €1 billion.,1
1661, Rider at the Gate is a science fiction novel written by United States science fiction and fantasy author C. J. Cherryh and was first published by Warner Books in August 1995. It is the first of a series of two novels written by Cherryh and is set in the author's Finisterre universe. The second book in the series Cloud's Rider was published in September 1996. The series is about the descendants of lost colonists stranded many generations ago on the hostile planet of Finisterre.,14
1662, Dhaderkoppa is a village in Belgaum district in the southern state of Karnataka India.,9
1663, Peter McCarthy is a film producer director screenwriter and actor.His directorial credits include:FlounderingHis production credits include:Roadside ProphetsTapeheadsRepo Man,3
1664, Fysisk Format is a Norwegian record label specialising in the underground music scene of Oslo. The label was created in 2008 by Kristian Kallevik with members from Okkultokrati Årabrot Aristillus (band) and Snöras also working there throughout the years. Fysisk Format has its headquarters in the basement of renowned underground record store Tiger Records in the centre of Oslo.,1
1665, Barry Cooper (born 1949) is an English musicologist composer organist Beethoven scholar and editor of the Beethoven Compendium.,3
1666, Motycz Leśny [ˈmɔtɨt͡ʂ ˈlɛɕnɨ] is a village in the administrative district of Gmina Konopnica within Lublin County Lublin Voivodeship in eastern Poland.,9
1667, Kamuli Hospital is a hospital in Kamuli Kamuli District in Eastern Uganda. It is a public hospital owned by the Ugandan Government and is administered by the Uganda Ministry of Health. Sometimes the hospital is referred to as Mulago Hospital at Kamuli.,7
1668, The Twelve Gold Medallions is a 1970 Hong Kong wuxia film directed by Cheng Gang and produced by the Shaw Brothers Studio starring Yueh Hua Chin Ping Cheng Miu Lisa Chiao Chiao and Fan Mei-sheng.,13
1669, mau5trap (pronounced mousetrap) is a Canadian record label founded in 2007 by electronic music producer deadmau5. In June 2013 mau5trap partnered with Capitol Records a subsidiary of Universal Music Group.,1
1670, Armenian National Agrarian University is a higher educational institution in the Republic of Armenia. Rector of ANAU is professor Arshaluys P. Tarverdyan.Armenian National Agrarian University trains and prepares specialists for the agrarian sphere. According to the RA Government degree adopted in 1994 July 7 Armenian Agricultural Academy was established on the base of Armenian Agricultural and Yerevan Zootechnical Veterinary Institutes.,2
1671, Miloslav Mečíř (Czech pronunciation: [ˈmɪloslaf ˈmɛtʃiːr̝]) (born 19 May 1964) is a former professional tennis player from Slovakia. He won the men's singles gold medal at the 1988 Olympic Games where he represented Czechoslovakia and played in two Grand Slam singles finals. In 1987 he won the WCT Finals the major season-ending championship for the World Championship Tennis tour.His son Miloslav Jr. followed his father's footsteps and is a professional tennis player.,4
1672, Jim the Boy is a coming-of-age novel by Tony Earley published by Little Brown and Co. in 2000. It details a year in the life of Jim Glass who lives with his mother and three uncles in the small fictional town of Aliceville North Carolina. It is about a boy in a rural town who never really knew how vast the world actually was or how many people there were.,14
1673, Williamson Historic District is a historic district in Williamson West Virginia that roughly is bounded by the Norfolk and Western Railroad tracks Pritchard Poplar Park Mulberry and Elm Streets.,7
1674, Carpatolechia fugitivella the Elm Groundling is a moth of the Gelechiidae family. It is found in almost all of Europe (except Portugal Croatia and Bulgaria) Turkey the Caucasus Mongolia southern Siberia the Russian Far East and Korea. It is also found in North America where it has been recorded from Ontario and Quebec. The habitat consists of woodland parks gardens and hedgerows.The wingspan is 11–15 mm.,10
1675, The British Rail Class 107 diesel multiple units were built by the Derby Works of British Railways and were introduced in 1960. The class looked similar to the later Class 108 units but were heavier - having been built out of steel.,6
1676, Vanity Fair is a 1922 British silent drama film directed by Walter Courtney Rowden and starring Clive Brook Cosmo Kyrle Bellew and Douglas Munro. An adaptation of the novel 1848 Vanity Fair by William Makepeace Thackeray it was made as part of the Tense Moments with Great Authors Series of films.,13
1677, The Colossus of Maroussi is an impressionist travelogue by Henry Miller which was first published in 1941 by Colt Press of San Francisco. Set in pre-war Greece of 1939 it is ostensibly a characterization of the Colossus of the title George Katsimbalis a poet and raconteur. The work is frequently heralded as Miller's best.,14
1678, Wisdom of Our Fathers is a book written by Tim Russert. On July 2 2006 it was listed at #1 on the The New York Times Non-Fiction Best Seller list.,14
1679, Annual Review of Biochemistry is an annual peer reviewed scientific journal published by Annual Reviews a nonprofit scientific publisher. The editor in chief is Roger D. Kornberg (Stanford University). The journal focuses on molecular biology and biological chemistry review articles. According to the Journal Citation Reports the journal has a 2012 impact factor of 27.681 ranking it second out of 290 journals in the category Biochemistry and Molecular Biology.,14
1680, Restaurant De Kersentuin is a restaurant located in Amsterdam in the Netherlands. It was a fine dining restaurant that was awarded one Michelin star in the period 1985-1992.Gault Millau awarded the restaurant 13 out of 20 points.The restaurant was famous not only because of the Michelin star but also because it belonged to the front runners of the nouvelle cuisine.,7
1681, Matthew Clay (March 25 1754 – May 27 1815) was a United States Representative from Virginia. Born in Halifax County (near Danville) during the American Revolutionary War he entered the Ninth Virginia Regiment on October 1 1776. He transferred to the First Virginia Regiment in 1778 and to the Fifth Virginia Regiment in 1781 being successively promoted to first lieutenant captain and quartermaster.,5
1682, Dresslerothamnus is a genus of flowering plants in the daisy family.,11
1683, The Valea Olanelor River is a tributary of the Valea Fiașului River in Romania.,8
1684, Coptotriche roseticola is a moth of the Tischeriidae family. It was described by Frey and Boll in 1873. It is found in Ohio.The larvae feed on Rosa setigera. They mine the leaves of their host plant.,10
1685, The Adventures of Una Persson and Catherine Cornelius in the 20th Century: A Romance is a novel by British fantasy and science fiction writer Michael Moorcock. It is part of his long running Jerry Cornelius series. It was first published in 1976 by Quartet Books in the UK.,14
1686, Iain Coyle (born 9 January 1968 in Burscough Lancashire) is a British TV presenter and producer and comedian. He was educated at St Bede's RC Comprehensive St John Rigby College Wigan and Sheffield Polytechnic where he studied Fine Art.,3
1687, Lanceola is a genus of algae in the family Characiaceae.,11
1688, Exploration Place is a science museum in Wichita Kansas United States. It is a 501(c)(3) not-for-profit institution.[citation needed],7
1689, John Cougar (titled Miami in Australia) is the third album released by John Mellencamp and the first under the name John Cougar. Released in 1979 following the Australian success of I Need a Lover from the previous year's A Biography (which did not receive a U.S. release) the album included the aforementioned track for U.S.,12
1690, Eucephalus breweri (formerly Aster breweri and Chrysopsis breweri) is a species of aster known by the common name Brewer's aster. It is native to California where it grows in several of the local mountain ranges at subalpine elevations. Its range may extend into Nevada and Oregon. This is a perennial herb growing from a woody caudex to a maximum height anywhere between 10 centimeters and one meter. The stems are mainly erect and are coated in woolly fibers and resin glands.,11
1691, Koyaga numisma is a species of moth of the Noctuidae family. It is found in Russia China Korea and Japan.The length of the forewings is 8–11 mm. The forewings are dark brown suffused with olive-brown especially on medial and postmedial areas. The hindwings are white irrorated with golden brown.,10
1692, Davallia solida var. pyxidata known as the Hare's Foot Fern occurs in eastern Australia. Usually seen as a lithophyte or epiphyte in or near rainforest areas. However it may also be seen in a few locations west of the Great Dividing Range. Listed as vulnerable in Victoria occurring in the Grampians.Most often seen growing from cracks in rocks. But it can also be seen growing in baskets formed by other epiphyteic ferns such as those in the Platycerium and Asplenium genera.,11
1693, Bondi Beach: New Years Eve '06 is a studio album by Fatboy Slim. It was recorded before he played at Bondi Beach in Sydney Australia. It contains tracks that he later went on to play in his live set at Bondi Beach. The title is often mistakenly written without the apostrophe in front of the 06. However the album art indicates that the correct spelling contains the apostrophe.The album is Fatboy Slim's first studio DJ set. Fala ai! and Dance Bitch were later studio DJ sets by Fatboy Slim.,12
1694, The Fifth Discipline: The Art and Practice of the Learning Organization (Senge 1990) is a book by Peter Senge (a senior lecturer at MIT) focusing on group problem solving using the systems thinking method in order to convert companies into learning organizations. The five disciplines represent approaches (theories and methods) for developing three core learning capabilities: fostering aspiration developing reflective conversation and understanding complexity.,14
1695, Scan is a privately held company headquartered in Provo Utah United States. The company was founded in January 2011 and is privately owned and operated by Scan Inc,1
1696, Xenotemna is a genus of moths belonging to the family Tortricidae.,10
1697, Mr Moto Takes A Vacation (1939) is a Norman Foster-directed entry in the Mr Moto film series with Lionel Atwill and Joseph Schildkraut and George Huntley as Archie Featherstone in supporting roles.As always Foster excels with the constraints of a low budget and access to 20th Century Fox's standing resources.,13
1698, Grand Masti also referred to as Masti 2 is a Bollywood adult comedy film directed by Indra Kumar and produced by Ashok Thakeria. The film is a sequel to the 2004 film Masti and features Riteish Deshmukh Vivek Oberoi and Aftab Shivdasani reprising their roles from the original along with Bruna Abdullah Karishma Tanna Sonalee Kulkarni Kainaat Arora Maryam Zakaria and Manjari Fadnis. Grand Masti released on 13 September 2013.,13
1699, Roan church is a parish church in the municipality of Roan in Sør-Trøndelag county Norway. The church was built in 1702 and is sometimes known as the Fosen cathedral (Norwegian: Fosenkatedralen). The church is built of stone and can hold up to 350 people.The church is the main church for the Roan parish in the Fosen deanery in the Diocese of Nidaros.,7
1700, The MATIS Group is a privately owned international company specialized in technological and management consulting.The group positions itself as engineering & advanced technology consulting service provider product and process development partner for Aeronautics and Space Automotive Energies Railway Telecom Healthcare and Information and communications technology industrial sectors.Core competencies are mechanical software hardware telecom engineering and support including project management manufacturing engineering quality supply chain...,1
1701, Alleanza Assicurazioni (BIT: AL) is an Italian insurance company based in Milan. It was founded in Genoa in 1898. The company is particularly active in the life insurance sector. Alleanza was controlled with a stake of around 50.4% by Assicurazioni Generali between 1933 and June 2009 when Generali announced plans to acquire the remainder of its shares. The merger was completed on 1 October 2009.,1
1702, Rožmberk is large fish pond in South Bohemian Region of the Czech Republic next to the town Třeboň. Its area is 4.89 square kilometres and maximum depth is 12.3 m making it the largest pond of Central Europe.The pond was designed and built under guidance of Jakub Krčín working for Bohemian aristocratic family House of Rožmberk and it is named after that family. The work was finished in 1590.,8
1703, Space Age Blues is the second album by Devon Allman's Honeytribe. It was released in Europe on October 12 2010 and in U.S.A on October 25 2010. In addition to the power-trio of Devon Allman George Potsos and Gabriel Strange the album also contains appearances by Huey Lewis on harmonica and Ron Holloway on tenor saxophone.,12
1704, Jalal Barzanji (born 1953 in Arbil northern of Iraq) is a contemporary Kurdish poet and writer.He has served on the board of Writers' Union and was Executive Director of Ministry of Culture in Iraqi Kurdistan. He left Iraqi-Kurdistan in 1996 due to an ongoing civil war in Kurdistan. He has been living in Canada since 1998 after escaping Iraq where he was tortured and imprisoned because of his writings from 1986 to 1989.,3
1705, Eldon Garnet (born 1946) is a multidisciplinary artist and novelist based in Toronto and a professor at the Ontario College of Art and Design. From 1975–1990 he was the editor of Impulse a Canadian magazine of art and culture. Surveys of his sculptures and photographic work have been held at the National Gallery of Canada the Museum of Contemporary Canadian Art and the Amsterdam Center of Photography.,3
1706, A follow-up to the 1982 Emmy-nominated film Little People Big Enough is a 2004 documentary film about Anu Trombino Karla and John Lizzo Len and Lenette Sawisch and Sharon and Ron Roskamp who are all typical Americans in every respect except that they are dwarfs.,13
1707, The Rogožarski SIM-XI (Serbian Cyrillic: Рогожарски СИМ-XI) was a single-seat single-engine trainer monoplane built in the Kingdom of Yugoslavia in 1938. It was designed and built at the Rogožarski factory in Belgrade.,6
1708, Bojan Šrot (born 9 February 1960 in Celje SR Slovenia SFR Yugoslavia) is a Slovenian politician judge lawyer and mountaineer. He is currently serving as mayor of Celje.,5
1709, The Shadowpact is a fictional group of magic-based heroes who fought against the Spectre in the 2005 limited series Day of Vengeance published by DC Comics. They are a sort of Justice League for the supernatural elements of the DC Universe. Some of the team members are Homo magi.Their self-titled series ended in May 2008 after 25 issues and a 2 year run but the team appeared in the Reign in Hell series in July 2008.,14
1710, The church is greatly renovated. Removed were four large pillars that supported the cupola. These pillars appear in old photographs of the church interior. A statue of St. Joseph and the Child Jesus beside him is in the style of 18th century ivories and may be from Jesuit times.,7
1711, Ba Cho (Burmese: ဘချို pronounced: [ba̰ tɕʰò]; 24 April 1893 – 19 July 1947) was a Burmese newspaper publisher and politician who served as the Minister of Information in Myanmar's pre-independence government. Ba Cho and six other cabinet ministers (including Prime Minister Aung San) were assassinated on 19 July 1947 in Yangon. July 19 is commemorated each year as the Martyrs' Day in Myanmar.Ba Cho was also president of Trade Union Congress of Burma.,5
1712, Orzeszyn [ɔˈʐɛʂɨn] is a village in the administrative district of Gmina Piaseczno within Piaseczno County Masovian Voivodeship in east-central Poland. It lies approximately 8 kilometres (5 mi) south-east of Piaseczno and 24 km (15 mi) south of Warsaw.,9
1713, Soldiers' Girls (女の防波堤 Onna no bōhatei) is a 1958 black-and-white Japanese film directed by Haku Komori.,13
1714, Edwin Joseph Joe Fountain (1871 – after 1896) was an English professional footballer born in Aston now part of Birmingham who played in the Football League for Small Heath. Fountain a left-sided forward struggled to compete with Fred Wheldon and Toddy Hands. He made his debut in the First Division on 9 February 1895 in a 1–1 draw at home to Sunderland and played once more during that season and once towards the end of the next before returning to local football in the Midlands area.,4
1715, Violet May Cottrell (17 May 1887–28 May 1971) was a New Zealand writer poet and spiritualist. She was born in Napier Hawke's Bay New Zealand on 17 May 1887.,3
1716, Willy Telavi is a Tuvaluan politician who was Prime Minister of Tuvalu from 2010 to 2013.Telavi was first elected to parliament in 2006 and was re-elected in 2010. He became Prime Minister on 24 December 2010. He was removed on 1 August 2013 on grounds alleged by an opposition member that he attempted to break the Tuvaluan constitution by replacing the incumbent governor-general of Tuvalu.,5
1717, Greenwich Mills is an historic mill at 42 Ladd Street in Warwick Rhode Island.The mill was built in 1918 and added to the National Historic Register in 2006.,7
1718, Rosie Malek-Yonan (born July 4 1965) is an Assyrian actress author director public figure and activist.,3
1719, Bernard MacGregor Walker Knox (November 24 1914 – July 22 2010) was an English classicist author and critic who became an American citizen. He was the first director of the Center for Hellenic Studies. In 1992 the National Endowment for the Humanities selected Knox for the Jefferson Lecture the U.S. federal government's highest honor for achievement in the humanities.,3
1720, Aaron Conneely (born 23 January 1992) is a rugby union player from Ireland. He currently plays for the Irish provincial team Connacht Rugby in the Pro 12.Conneely who plays his club rugby for the Galway city team Corinthians came through the Connacht academy and was part of the Connacht Under-20 side that took the Grand Slam in the Interprovincial Championship during the 2011-12 season. He joined the senior side ahead of the 2013–14 season signing a development contract.,4
1721, Hyalurga hoppi is a moth of the Arctiidae family. It was described by Hering in 1925. It is found in Colombia.,10
1722, Noor Khan Bizanjo Balochi: نور خان بزنجو) was a prominent Balochi musician. He was singer of his own kind who made his name by getting expertise in modern and classical modes of Balochi music.,3
1723, Aagot Vinterbo-Hohr (born 1936) is a Norwegian physician and writer. She made her literary début in 1987 with the text collection Palimpsest for which she was awarded the Tarjei Vesaas' debutantpris. She published the poetry collection Kjærlighetsfuge in 1991.,3
1724, The Invitation is the second studio album released by Christian singer Meredith Andrews.,12
1725, Limnaecia adiacrita is a moth of the Cosmopterigidae family. It is known from Australia.,10
1726, The Waterman pen company is a major manufacturer of fountain pens. Established in 1884 in New York City by Lewis Edson Waterman it is one of the few remaining first-generation fountain pen companies as Waterman S.A..It is currently owned since 2000 by the American group Newell Rubbermaid.,1
1727, Caff Records was a short lived British independent record label run by Bob Stanley of the band Saint Etienne. The label went by the name Caff Caff Records and Caff Corporation. Established in 1989 it is most noted for single releases by Pulp and the Manic Street Preachers. The Caff logo is a line drawing of a duck. After closing the label Stanley together with Pete Wiggs ran Icerink Records (1992–94) Royal Mint (1995) and EMIdisc (1996).,1
1728, Morghdari-ye Sabah (Persian: مرغدارئ صباح‎ also Romanized as Morghdāri-ye Sabāḥ) is a village in Kuhpayeh-e Gharbi Rural District in the Central District of Abyek County Qazvin Province Iran. At the 2006 census its population was 19 in 5 families. The name means Sabah Poultry.,9
1729, Chesapeake Energy is an oil and natural gas company located in Oklahoma City United States. Chesapeake Energy is the second-largest natural gas producer in the United States. Its operations are focused on discovering and developing unconventional natural gas and oil fields onshore in the U.S.,1
1730, The Palawan Tit (Periparus amabilis) is a species of bird in the tit family Paridae.It is endemic to Palawan and the smaller islands of Calauit and Balabac in the Philippines. Within its range it is found in lowland forest habitats including secondary forests forest edge swamps as well as submontane forest. It feeds on small insects insect larvae seeds and fruit.,10
1731, The Caracul River is a tributary of the Puriștoaca River in Romania.,8
1732, Michael Stern (August 3 1910 – April 7 2009) was an American reporter author and philanthropist. As a reporter during World War II he issued some of the first accounts from a liberated Rome Italy in June 1944. He later worked in concert with Zachary Fisher to create the Intrepid Sea-Air-Space Museum in New York City New York United States.,3
1733, Amchi Shala is a Marathi medium school founded by Shri. J. K. Karmalkar in Tilak Nagar Chembur Mumbai in 1961.,2
1734, Pseudorthocerida are generally straight longiconic nautiloids with a subcentral to marginal cyrtochoanitic siphuncle composed of variably expanded segments which may contain internal deposits that may develop into a continuous parietal lining.(Sweet 1964). Cameral deposits are common and concentrated ventrally.,10
1735, Kukowo [kuˈkɔvɔ] (German: Kuckucksheide) is a village in the administrative district of Gmina Skępe within Lipno County Kuyavian-Pomeranian Voivodeship in north-central Poland.,9
1736, Premier Cruise Line a subsidiary of Premier Cruises was a cruise line that was headquartered in Cape Canaveral Florida. It was at one time licensed as the official cruise line of Walt Disney World and used the trademark The Big Red Boat based on the color scheme of some of its ships. Dolphin Cruise Line a company that became a part of Premier was headquartered on Dodge Island in Miami.,1
1737, Melisa is a genus of moths in the family Arctiidae.,10
1738, Ostrowskie Lake is a lake in Kuyavian-Pomeranian Voivodeship north-central Poland in the Gmina Jeziora Wielkie. It's a Glacial lake typically Ribbon lake,8
1739, Steven Lewis Point OBC (Xwĕ lī qwĕl tĕl) (born July 28 1951) is a Provincial Court of British Columbia judge and former Lieutenant Governor of British Columbia whose term of office ended on November 1 2012.,5
1740, The Shifting Sands is the fourth book in the eight-volume Deltora Quest fantasy novel series written by Emily Rodda. It continues the trio's journey to find the seven missing gems of Deltora braving dangers and Guardians in each book.,14
1741, Vern Elmo Mullen (February 27 1900 - September 14 1980) was a professional football player from Taylorville Illinois.,4
1742, Northern Marianas College (NMC) is a two-year community college located in the United States Commonwealth of the Northern Mariana Islands (CNMI). The college was founded in 1981 by Agnes McPheteres in a renovated former United Nations Trust Territory of the Pacific Islands hospital on Saipan where its main campus remains to this day.[1] NMC today has three campuses on the islands of Saipan Tinian and Rota with the Tinian and Rota campuses no longer offering academic classes.,2
1743, The Ferrers School is a coeducational secondary school and sixth form with academy status located in Higham Ferrers Northamptonshire England. The school was founded in 1980. It previously held specialist status as an Arts College and changed its name to The Ferrers Specialist Arts College for a time. After converting to academy status in September 2013 the school changed its name to The Ferrers School.The current Head Teacher is Mr. Jonathan Giles.,2
1744, L'insegnante al mare con tutta la classe (The teacher at the beach with the whole class) is a 1980 Italian commedia sexy all'italiana directed by Michele Massimo Tarantini.,13
1745, Eyes Wide Open (Hebrew: עיניים פקוחות‎ translit. Einayim Pkuhot) is a 2009 Israeli film. This script was written by the Israeli script-writer Merav Doster. It is the first film of the Israeli film director Haim Tabakman. The film was released in the UK on May 14 2009 by Peccadillo Pictures The film was co-produced in Israel France and Germany.,13
1746, Apple Valley Unified School District is a school district in San Bernardino County CA United States,2
1747, Charles Livingston Bull (May 1874 - 1932) was an American illustrator. Bull studied taxidermy in Rochester New York and is known for his illustration of wildlife.,3
1748, Colombia Adventist University (Corporacion Universitaria Adventista - UNAC) is a Seventh-day Adventist co-educational university located in Medellin Colombia and accredited by the Adventist Accrediting Association. Founded in 1937 as Industrial College Coloveno it later became Colombo-Venezuelan Institute in 1950 and Columbia Adventist University in 1981. UNAC offers undergraduate and graduate doctoral level degrees.,2
1749, Crystal Records Inc. is an American producer and distributor of classical chamber and solo music recordings. The company was founded in 1966 by Peter George Christ (born 1938) and is incorporated in the state of Washington.Christ who has served as President of Crystal Records since its inception is also an oboist and founding member of the Westwood Wind Quintet (founded 1959).,1
1750, Hartley Independent School District is a public school district based in the community of Hartley Texas (USA).The district has one school that serves students in grades pre-kindergarten through twelve.In 2009 the school district was rated academically acceptable by the Texas Education Agency.,2
1751, Van Blarcom House is located in Wyckoff Bergen County New Jersey United States. The house was built in 1740 by Peter Van Blarcom and was added to the National Register of Historic Places on January 10 1983. The house is considered a sister house to the nearby Terhune House.,7
1752, Darren M. Swain is an American politician a Democrat and a member of the Maryland House of Delegates.,5
1753, Mirboo North Secondary College is a secondary college located in Mirboo North Victoria Australia. It has a small number of students numbering approximately 360.,2
1754, PFSweb Inc.,1
1755, Blunder Boys is the 166th short subject starring American slapstick comedy team the Three Stooges. The trio made a total of 190 shorts for Columbia Pictures between 1934 and 1959.,13
1756, The Bocage's Akalat (Sheppardia bocagei) is a species of bird in the Muscicapidae family. It is found in Angola Cameroon Democratic Republic of the Congo Equatorial Guinea Nigeria Tanzania and Zambia. Its natural habitats are boreal forests subtropical or tropical dry forests subtropical or tropical swamps and subtropical or tropical moist montane forests.The common name and Latin binomial commemorate the Portuguese naturalist José Vicente Barbosa du Bocage.The subspecies S. b.,10
1757, HMS Mars was a 74-gun third rate ship of the line of the Royal Navy launched on 15 March 1759 at Woolwich Dockyard.Mars took part in the Battle of Quiberon Bay on 20 November 1759 flying the broad pennant of Commodore James Young.From 1778 Mars was on harbour service and was broken up in 1784.,6
1758, The Long Walk is a dystopian novel by Stephen King published under the pseudonym Richard Bachman in 1979 as a paperback original. It was collected in 1985 in the hardcover omnibus The Bachman Books and has seen several reprints since as both paperback and hardback. Set in a dystopian present the plot revolves around the contestants of a grueling walking contest held annually by a totalitarian version of the United States of America.,14
1759, Chionanthus evenius grows as a tree up to 50 metres (160 ft) tall with a trunk diameter of up to 30 centimetres (12 in). The bark is grey. The flowers are pinkish white. Habitat is generally lowland swamp forest but sometimes found on higher ground up to 1400 metres (4600 ft) altitude. C. evenius is found in Malaysia (Sabah) and Brunei.,11
1760, Bethesda Presbyterian Church is a church in McConnells South Carolina that was built in 1820. It was listed on the National Register of Historic Places in 1977. It was named to the National Register of Historic Places in 1977.According to the South Carolina Department of Archives and History One of the oldest churches in the South Carolina Upcountry Bethesda Presbyterian Church is also one of the four original Presbyterian churches in the state’s old York District.,7
1761, The JCB Dieselmax is a diesel-engined 'streamliner' car designed for the purpose of breaking the land speed record for a diesel-engined vehicle. The car was built for JCB a British multinational equipment company. As of 2014 the car holds the world diesel-powered land speed record having been driven to over 350 miles per hour (560 km/h) by Wing Commander Andy Green in 2006.,6
1762, Luciano Soprani (1946–23 October 1999) was an Italian fashion designer known for his tailored colorful men's suits and silk evening gowns.,3
1763, Michael Meredith is an American independent film director screenwriter and producer. He frequently collaborates with German director Wim Wenders. Meredith is the son of the late former Dallas Cowboys quarterback and football commentator Don Meredith. He was the oldest of two children from Don Meredith's second marriage to the artist Cheryl King.,3
1764, 3 Days to Kill is a 2014 French-American action thriller film directed by McG and written by Luc Besson and Adi Hasak. The film stars Kevin Costner Amber Heard Hailee Steinfeld Connie Nielsen Richard Sammel and Eriq Ebouaney. The film was released on February 21 2014.The film although a modest box office success has received negative reviews.,13
1765, Marathwada Institute of Technology (MIT) is one of the technical institute of Gramodyogik Shikshan Mandal (GSM) and is located in Aurangabad Maharashtra India.,2
1766, The Gadsden Mall is a regional 502591-square-foot (46692.2 m2) shopping mall on U.S. Route 411 (Rainbow Drive) in Gadsden Alabama. Located at the interchange of Interstate 759 and U.S. Route 411 it is in the southern section of the city. It is anchored by Belk JCPenney and Sears.,7
1767, Goin' Down the Road is a 1970 Canadian film directed by Donald Shebib and released in 1970. It chronicles the lives of two men from the Maritimes who move to Toronto in order to find a better life. It starred Doug McGrath Paul Bradley Jayne Eastwood and Cayle Chernin. Despite a lack of production expense it is generally regarded as one of the best and most influential Canadian films of all time and has received considerable critical acclaim for its true-to-life performances.,13
1768, USS Stag (AW-1) was one of four water distilling ships built for the United States Navy during World War II. The lead ship in her class she was named for a ruminant mammal belonging to the family Cervidae.Originally laid down as the SS Norman O. Pedrick on 13 November 1943 a Maritime Commission type (Z-ET1-S-C3) tanker hull (MC hull 1932) under Maritime Commission by the Delta Shipbuilding Company of New Orleans Louisiana; launched on 7 January 1944 sponsored by Mrs. Parks B.,6
